,total_score,industry
3812,3.4,Airlines/Aviation
3813,10.46,Computer Software
3814,10.48,"Software Development & Design,Software"
3815,3.47,"Advertising & Marketing,Business Services"
3816,2.44,"Photographic & Optical Equipment,Consumer Goods,Manufacturing"
3817,10.48,"Translation & Linguistic Services,Business Services"
3818,3.43,Information Technology and Services
3819,4.37,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
3820,3.45,Information Technology and Services
3821,4.47,Marketing and Advertising
3822,2.44,Management Consulting
3823,3.45,"Motor Vehicle Dealers,Retail"
3825,2.43,Marketing and Advertising
3827,10.47,Consumer Electronics
3828,2.17,Internet
3829,10.46,Nonprofit Organization Management
3830,2.39,"Engineering Software,Software Development & Design,Software"
3831,10.44,Hospital & Health Care
3834,10.46,Information Technology and Services
3835,2.39,Biotechnology
3836,3.46,Marketing and Advertising
3837,2.43,Information Services
3838,10.46,Computer software
3839,10.5,Accounting
3840,3.46,Computer Software
3842,3.47,Computer Software
3844,2.43,Information Technology and Services
3846,3.4,"Software Development & Design,Software,Publishing,Media & Internet,Search Engines & Internet Portals"
3847,4.32,Medical Devices
3849,3.47,Movies & Entertainment
3850,10.47,Computer software
3852,10.42,Computer Software
3853,3.44,Financial Services
3854,4.43,Internet
3855,3.47,Computer Software
3857,3.46,Internet
3859,10.47,internet
3860,3.46,"Custom Software & Technical Consulting,Software"
3862,10.46,"Information Technology and Services
"
3864,3.45,Internet
3865,4.41,Hospital & Health Care
3867,3.43,Internet
3868,10.47,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
3869,3.42,"Computer Software
"
3871,3.46,Computer Games
3872,3.48,Electrical/Electronic Manufacturing
3873,10.46,Online video platform operator
3874,3.46,Information Technology and Services
3875,3.46,Real Estate
3876,3.46,Computer Software
3877,10.43,Computer Software
3879,3.47,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
3880,10.48,Internet
3881,2.43,"Security Products & Services,Business Services"
3883,10.48,Industrial Automation
3884,3.45,Food & Beverages
3886,3.45,Computer Software
3887,10.49,Computer software
3888,3.45,E-Learning
3890,3.48,Information Technology and Services
3891,10.48,Internet
3892,3.47,Electrical/Electronic Manufacturing
3893,3.45,Computer Software
3894,3.45,Design
3895,3.47,Broadcast Media
3897,3.48,"Aerospace & Defense,Manufacturing,Test & Measurement Equipment,Power Conversion & Protection Equipment,Electronics,Hospitals & Clinics,Office Products,Healthcare,Retail,Energy, Utilities & Waste Treatment"
3898,4.39,Oil & Energy
3899,3.45,Online Media
3900,10.47,Sports
3902,3.45,Information Technology and Services
3904,3.45,"Newspapers & News Services,Media & Internet"
3905,3.47,Insurance
3906,10.44,Information Technology and Services
3907,3.46,Information Technology and Services
3908,10.45,Photography
3909,3.47,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
3910,2.4,"Credit Cards & Transaction Processing,Finance"
3911,3.47,Entertainment
3912,3.45,Legal Services
3913,10.46,Computer software
3914,3.46,Electrical/Electronic Manufacturing
3915,3.41,Internet
3916,3.47,Electrical/Electronic Manufacturing
3917,4.43,Computer Software
3918,10.47,Computer software
3919,3.46,Real Estate
3920,3.41,"Software Development & Design,Software,Business Services,Management Consulting,Insurance,Supply chain management Software(SCM)"
3921,4.42,Financial Services
3922,3.41,"Software Development & Design,Software"
3923,10.52,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
3924,3.42,Computer Software
3925,4.48,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
3927,4.45,Financial Services
3928,10.46,Retail
3930,10.5,Entertainment
3931,4.45,Computer Hardware
3932,10.5,Hospital & Health Care
3934,2.43,"Training,Education"
3935,3.43,Information Technology and Services
3936,3.47,"Information Collection & Delivery,Media & Internet,Software Development & Design,Software,Custom Software & Technical Consulting"
3937,3.48,Utilities
3938,2.43,Design
3939,10.47,Computer SoftwareQ
3940,3.46,Information Technology and Services
3941,3.43,Internet
3942,3.47,Computer Software
3943,3.48,Information Technology and Services
3944,10.47,Publishing
3945,10.37,Consumer Services
3947,3.44,Information Technology and Services
3948,10.43,Design
3949,3.46,Internet
3950,10.47,Broadcast Media
3952,10.48,Internet
3953,3.04,Computer Software
3954,10.5,"Search Engines & Internet Portals,Media & Internet,Custom Software & Technical Consulting,Software Development & Design,Software,Content & Collaboration Software,Internet Service Providers, Website Hosting & Internet-related Services,Publishing,Telecommunications"
3955,3.42,Events Services
3956,10.37,Internet
3957,10.47,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
3958,10.46,Logistics and Supply Chain
3959,10.47,Computer Software
3960,3.43,Internet
3962,3.46,Computer Software
3963,3.42,Real Estate
3964,3.46,Financial Services
3965,3.48,Information Services
3966,10.46,Internet
3967,10.48,Computer Software
3968,10.48,Retail
3970,10.45,Design
3971,3.45,Education Management
3972,10.48,Information Technology and Services
3973,3.45,Internet
3975,10.48,Marketing and Advertising
3976,10.74,Computer Software
3977,3.46,Venture Capital & Private Equity
3978,3.46,Computer Software
3979,3.46,Professional Training & Coaching
3980,10.48,"Software Development & Design,Software,Engineering Software,Consumer Electronics,Consumer Goods,Telecommunication Equipment,Manufacturing"
3981,3.45,Computer Software
3982,10.66,Computer Software
3983,3.42,Computer Networking
3984,3.41,Computer Networking
3985,10.5,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
3986,3.41,E-Learning
3987,10.48,Information Technology and Services
3990,3.42,Internet
3991,3.42,Airlines/Aviation
3992,3.36,Internet
3993,3.37,nternet
3994,10.53,Program Development
3995,10.46,Computer Software
3996,3.45,Information Services
3999,3.48,Computer Software
4000,3.4,Food & Beverages
4001,3.44,Computer Software
4002,10.44,Telecommunications
4003,3.42,Insurance
4004,3.43,Telecommunications
4005,10.46,E-Learning
4007,10.39,Computer Software
4008,3.37,Financial Services
4009,3.46,Online Media
4010,10.48,Banking
4011,10.47,Information Technology and Services
4013,3.41,Computer Software
4014,3.44,Computer Software
4016,3.37,Information Technology and Services
4017,3.42,Consumer Electronics
4018,10.47,Marketing and Advertising
4019,3.42,E-Learning
4020,3.46,Marketing and Advertising
4022,10.47,Information Technology and Services
4023,3.43,Information Technology and Services
4024,10.48,Computer software
4025,3.45,Management Consulting
4026,3.42,Printing
4027,10.47,research
4028,3.44,E-learning
4029,10.46,Infomation technology and services
4030,10.5,"Software Development & Design,Software,Engineering Software"
4031,3.43,e learning
4032,3.45,public relations and commmunication
4033,10.49,Computer Software
4034,3.45,Computer Software
4035,3.46,Information Technology and Services
4037,3.44,Information Technology and Services
4038,3.45,Computer Software
4039,10.49,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4040,3.45,Architecture & Planning
4041,10.47,E-Learning
4042,3.37,Accounting
4043,10.46,Computer software
4044,10.47,Financial Services
4045,3.47,Information Technology and Services
4046,3.47,"Investment Banking,Finance"
4047,3.46,Computer Software
4048,3.46,Legal Services
4049,3.45,Higher Education
4051,3.46,Information Technology and Services
4053,3.44,Information Services
4054,3.45,computer software
4055,3.44,computer software
4056,3.45,infomation technologies and services
4057,3.43,sports
4058,3.43,internet
4059,10.48,Computer Software
4060,10.46,Computer Software
4061,3.46,building materials
4062,10.46,civil engineering
4063,3.47,"Leisure, Travel & Tourism"
4064,3.24,computer software
4065,10.41,computer software
4066,3.38,Hospital & Health Care
4067,3.45,information technologies and services
4068,3.44,real states
4069,3.44,hospital and health care
4070,3.44,hospital and health care
4073,3.46,computer software
4074,10.45,Computer Software
4075,3.42,Information Technology and Services
4078,3.43,computer games
4081,3.39,real states
4082,3.37,Computer software
4083,10.44,Information Services
4084,4.43,Information Technology and Services
4085,3.37,Graphic Design
4086,10.49,"Financial Services
"
4087,3.47,Computer software
4088,3.42,Marketing and advertising
4089,3.47,information technologies and services
4090,3.45,Information Technology and Services
4093,3.45,computer software
4095,3.47,financial services
4096,10.48,financial services
4097,10.46,entertainment
4098,3.46,design
4099,3.47,research
4100,3.45,Information Technology and Services
4101,3.46,Information Technology and Services
4102,3.47,Computer Softwareq
4103,3.37,Computer Software
4104,3.42,Libraries
4105,3.44,"Staffing and Recruiting
"
4106,3.47,"Civic & Social Organization
"
4107,10.47,Mechanical or Industrial Engineering
4108,3.47,Computer Software
4109,3.43,Information Technology and Services
4111,10.46,Marketing and Advertising
4113,3.42,Internet
4114,3.48,Apparel & Fashion
4117,3.47,Internet
4119,3.45,Accounting
4121,10.47,Primary/Secondary Education
4122,3.47,"Chemicals,Chemicals, Petrochemicals, Glass & Gases,Manufacturing"
4123,3.43,Information Technology and Services
4125,3.41,Medical Devices
4126,3.47,"Pharmaceuticals,Healthcare,Drug Manufacturing & Research,Biotechnology"
4127,10.46,"Software Development & Design,Software,Custom Software & Technical Consulting"
4128,3.46,Media Production
4129,3.45,"Software Development & Design,Software,Engineering Software"
4130,10.46,Design
4131,10.48,Computer Software
4132,3.43,Computer software
4134,3.45,Information Technology and Services
4135,3.42,Information Technology and Services
4136,10.48,Information Technology and Services
4137,10.48,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4138,3.37,"Software Development & Design,Software,Engineering Software"
4139,3.48,Retail
4140,3.46,Internet
4141,3.42,Transportation/Trucking/Railroad
4142,3.46,Information Technology and Services
4143,3.46,Information Technology and Services
4144,10.47,Computer Software
4145,10.51,"Apparel & Accessories,Retail"
4146,10.48,Information Technology and Services
4147,3.42,Internet
4149,3.44,Information Technology and Services
4150,10.49,"Software Development & Design,Software"
4151,3.46,Computer Networking
4152,3.39,Airlines/Aviation
4153,3.45,Publishing
4154,10.49,Financial Services
4155,10.46,Internet
4156,10.51,"Internet Service Providers, Website Hosting & Internet-related Services,Telecommunications,Custom Software & Technical Consulting,Software Development & Design,Business Services,Software,Search Engines & Internet Portals,Media & Internet"
4157,10.45,"Financial Services
"
4158,3.43,Biotechnology
4159,3.45,Sports
4160,3.43,Computer Software
4161,10.46,Information Technology and Services
4162,10.49,Music
4163,3.43,"Computer Software
"
4164,10.6,fiancial services
4165,10.47,Computer Software
4166,3.26,Computer Software
4167,10.47,Oil & Energy
4170,3.47,Internet
4171,3.45,"Marketing and Advertising
"
4172,3.46,"Computer Software
"
4173,10.81,"Internet
"
4174,10.34,Computer Networking
4175,3.39,Computer Software
4176,3.43,Logistics and Supply Chain
4177,10.46,Financial Services
4179,3.42,Internet
4180,3.43,Printing
4182,3.42,"Insurance
"
4183,3.44,Marketing and Advertising
4185,3.35,"Computer Software
"
4186,3.47,Internet
4187,3.44,Electronic Manufacturing
4188,10.46,Publishing
4189,3.55,Computer Software
4190,3.46,Marketing and Advertising
4191,3.47,Broadcast Media
4192,3.47,Internet
4193,10.49,"Colleges & Universities,Education"
4194,3.46,"Real Estate
"
4195,10.47,Media Production
4198,3.45,Financial Services
4199,3.45,Retail
4200,10.41,Machinery
4201,3.43,Computer Software
4202,10.43,Internet
4203,3.2,Computer Software
4204,3.46,Customer Service
4205,3.44,"Health, Wellness and Fitness"
4208,10.48,Retail
4209,10.46,Telecommunications
4210,3.44,Consumer Services
4211,10.47,Hospital & Health Care
4212,3.42,Graphic Design
4213,3.44,Computer Software
4214,3.46,Computer Software
4217,3.46,"Health, Wellness and Fitness"
4218,10.48,Internet
4219,3.44,Computer Software
4220,3.46,"Software Development & Design,Software,Newspapers & News Services,Publishing,Media & Internet,Custom Software & Technical Consulting,Transportation"
4222,3.45,Internet
4224,3.46,Financial Services
4225,10.47,Hospital & Health Care
4226,10.47,Internet
4229,3.42,Internet
4231,3.44,Computer Games
4232,3.42,Legal Services
4233,3.42,Computer Software
4234,10.47,Financial Services
4235,10.47,Marketing and Advertising
4237,10.46,Computer Software
4238,10.46,Internet
4239,3.39,"Leisure, Travel & Tourism"
4240,10.48,Computer Gamess
4241,3.43,Information Technology and Services
4242,3.44,Computer Software
4243,10.45,Information Technology and Services
4244,10.48,Online Media
4245,3.47,Apparel & Fashion
4247,3.47,Computer Games
4248,3.48,Information Technology and Services
4249,3.42,Information technology and services
4250,10.47,Facilities Services
4251,2.43,Internet
4252,3.43,"Software Development & Design,Software,Engineering Software,Customer Relationship Management Software(CRM)"
4254,3.47,"Software Development & Design,Software,Engineering Software,Enterprise Resource Planning Software(ERP)"
4255,3.42,Information Technology and Services
4256,3.42,Publishing
4257,3.46,Management Consulting
4258,10.46,Computer Software
4259,3.46,Internet
4260,10.46,Management Consulting
4261,3.48,Computer Hardware
4263,3.44,Maritime
4264,3.45,Market Research
4265,3.36,Computer Software
4266,10.47,Computer software
4267,3.52,Venture Capital & Private Equity
4268,10.46,Computer Software
4269,10.48,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4270,3.44,Government Administration
4271,3.45,Hospital & Health Care
4274,10.49,"Security Products & Services,Business Services"
4275,3.43,Computer Software
4276,3.43,Marketing and Advertising
4277,10.42,Information Technology and Services
4278,4.45,Information Technology and Services
4282,10.42,"Custom Software & Technical Consulting,Software,Software Development & Design"
4283,10.47,Internet
4284,3.46,Information Technology and Services
4285,3.47,Computer Software
4286,3.47,Computer Software
4288,10.46,Program Development
4289,3.44,Computer Software
4290,10.47,Nonprofit Organization Management
4292,10.48,internet
4293,10.49,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4294,3.41,"Software Development & Design,Software,Engineering Software"
4295,10.45,Computer Software
4296,3.44,Music
4297,10.47,"Health, Wellness and Fitness"
4298,3.41,"Computer Games
"
4299,10.48,"Cable & Satellite,Telecommunications"
4300,3.48,Financial Services
4302,10.47,Computer Software
4303,3.42,Computer software
4304,10.48,"
Financial Services"
4305,10.47,Computer Software
4306,3.43,Internet
4307,10.46,E-Learning
4308,3.46,Information Technology and Services
4309,3.42,"Advertising & Marketing,Business Services"
4310,3.45,Information Technology and Services
4311,3.44,Information Technology and Services
4312,3.41,Consumer Services
4313,10.47,Consumer Electronics
4314,10.47,Information Services
4315,10.48,Consumer Electronics
4318,3.47,"Semiconductor & Semiconductor Equipment,Electronics,Manufacturing,Power Conversion & Protection Equipment,Computer Storage Equipment,Computer Equipment & Peripherals,Software Development & Design,Software"
4319,3.43,"Consumer Electronics,Consumer Goods,Telecommunication Equipment,Manufacturing,Software Development & Design,Software"
4320,3.42,"Search Engines & Internet Portals,Media & Internet,Information Collection & Delivery"
4322,10.46,"Advertising & Marketing,Business Services"
4324,10.47,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4325,3.37,"Software Development & Design,Software,Financial, Legal & HR Software,Accounting & Accounting Services,Business Services,Engineering Software"
4326,3.44,Education Management
4327,10.46,Media Production
4328,3.47,Computer Hardware
4329,10.43,Defense & Space
4331,10.47,Marketing and Advertising
4332,10.47,Mechanical or Industrial Engineering
4334,4.33,Financial Services
4335,3.39,"Banking,Finance,Investment Banking"
4336,3.4,Internet
4337,10.45,Design
4338,3.47,Computer Software
4339,10.42,Automotive
4340,3.43,Information Technology and Services
4342,3.44,Information Technology and Services
4343,3.39,Coupa Software
4344,3.45,Computer Software
4346,3.43,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4347,10.47,online media
4348,10.49,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4349,10.48,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4350,3.47,Computer Software
4351,4.48,"Software Development & Design,Software,Consumer Electronics,Consumer Goods,Telecommunication Equipment,Manufacturing,Engineering Software"
4352,3.47,"Colleges & Universities,Education"
4353,3.45,Computer Software
4354,10.47,"Health, Wellness and Fitness"
4355,10.48,Computer Games
4356,10.47,Computer software
4357,4.41,Computer software
4358,4.47,Marketing and Advertising
4359,3.47,Retail
4360,3.37,Internet
4362,10.48,"Software Development & Design,Software,Financial, Legal & HR Software,Accounting & Accounting Services,Business Services,Engineering Software"
4363,3.47,Hospital & Health Care
4365,3.46,Hospital & Health Care
4367,3.45,Aviation & Aerospace
4368,10.41,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4370,3.46,Marketing and Advertising
4371,3.43,"Software Development & Design,Software"
4372,3.44,Marketing and Advertising
4373,3.47,Information Technology and Services
4374,3.47,"Education,Credit Cards & Transaction Processing,Finance"
4375,10.48,Internet
4376,10.47,Financial Services
4379,3.5,Computer Software
4380,3.4,Hospital & Health Care
4381,10.47,Publishing
4382,10.48,Marketing and Advertising
4384,10.47,"Search Engines & Internet Portals,Media & Internet"
4385,10.48,"Training,Education"
4386,10.46,Internet
4387,3.44,Higher Education
4389,10.49,Telecommunications
4392,3.48,Hospital & Health Care
4393,3.42,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4394,3.43,"Sporting & Recreational Equipment,Retail"
4396,3.48,Computer Software
4397,10.47,Logistics and Supply Chain
4398,3.44,Internet
4399,2.45,Computer software
4400,3.48,Internet
4401,3.48,"Information Collection & Delivery,Media & Internet"
4402,10.47,Computer Software
4403,3.45,"Freight & Logistics Services,Transportation,Custom Software & Technical Consulting,Software"
4406,10.48,Internet
4407,10.42,"Software Development & Design,Software,Engineering Software,Consumer Electronics,Consumer Goods,Telecommunication Equipment,Manufacturing"
4408,3.47,Information Technology and Services
4409,3.46,"Health, Wellness and Fitness"
4410,10.48,"Human Resources & Staffing,Business Services,Accounting & Accounting Services"
4412,3.42,"Credit Cards & Transaction Processing,Finance,Banking"
4414,4.47,"Telecommunication Equipment,Manufacturing,Software Development & Design,Software,Telecommunications"
4415,3.43,Automotive
4418,10.46,Internet
4419,3.4,"Energy, Utilities & Waste Treatment"
4420,3.36,Internet
4421,10.44,Internet
4422,3.46,"Telephony & Wireless,Telecommunications,Custom Software & Technical Consulting,Software"
4423,3.41,"Search Engines & Internet Portals,Media & Internet"
4424,10.47,"Internet
"
4425,3.41,Online Media
4426,10.47,Marketing and Advertising
4427,4.47,"Health, Wellness and Fitness"
4428,3.44,Computer software
4429,10.48,Information Technology and Services
4430,3.44,Computer Software
4431,3.43,Information Technology and Services
4432,10.48,"Advertising & Marketing,Business Services"
4434,3.39,Computer software
4435,3.45,Computer Software
4436,3.42,"Information & Document Management,Business Services"
4437,3.4,Information Services
4438,3.44,Sports
4439,10.47,Information Technology and Services
4440,10.47,"Newspapers & News Services,Media & Internet"
4441,3.45,Information Technology and Services
4442,10.49,Law Practice
4443,10.46,"Multimedia & Graphic Design,Business Services,Advertising & Marketing"
4444,10.47,Computer Software
4445,3.43,Computer Software
4446,3.47,Internet
4447,10.44,Government Relations
4448,10.5,Food & Beverages
4449,3.45,Marketing and Advertising
4450,4.44,"Oil & Gas, Petroleum, Natural Gas, B2C, Enterprise, B2B, Energy"
4451,10.47,Telemunication
4452,10.49,Computer Software
4453,3.46,Computer Software
4454,3.4,"Search Engines & Internet Portals,Media & Internet"
4455,10.47,"Charitable Organizations & Foundations,Organizations"
4456,10.45,Computer Software
4457,4.47,Information Technology and Services
4458,3.47,Architecture & Planning
4459,3.41,Internet
4460,3.41,"Search Engines & Internet Portals,Media & Internet"
4461,10.48,Entertainment
4462,3.53,"Industrial Machinery & Equipment,Manufacturing"
4464,2.47,Computer Software
4465,10.55,Entertainment
4466,3.34,"Search Engines & Internet Portals,Media & Internet"
4467,10.45,Computer Games
4468,10.48,Internet
4469,3.42,Computer Software
4470,10.47,"Custom Software & Technical Consulting,Software"
4471,3.43,Information Technology and Services
4472,3.43,Management Consulting
4474,3.43,Electrical/Electronic Manufacturing
4475,3.47,Internet
4476,10.47,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4477,10.45,Banking
4478,10.48,Computer software
4479,3.47,Information Technology and Services
4481,3.44,Marketing and Advertising
4482,10.46,Computer Software
4484,3.38,"Software Development & Design,Software,Engineering Software"
4486,10.48,Computer Software
4487,3.38,"Software Development & Design,Software,Information & Document Management,Business Services,Engineering Software,Content & Collaboration Software"
4488,10.38,Construction
4489,3.44,Internet
4490,3.44,"Software Development & Design,Software"
4492,3.29,Government
4493,10.48,Financial Services
4494,3.4,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4495,3.48,Retail
4496,3.39,Information Technology and Services
4497,10.47,Computer Software
4498,3.4,Information Technology and Services
4500,3.45,Internet
4501,3.41,Wholesale
4502,10.48,Information Technology and Services
4503,3.47,Computer Networking
4504,3.45,Internet
4506,3.43,Internet
4507,10.47,Computer Games
4508,10.47,"Software Development & Design,Software"
4509,3.42,Airlines/Aviation
4511,3.39,Nonprofit Organization Management
4513,3.45,Machinery
4514,3.36,Information Technology and Services
4515,10.48,Computer Software
4516,3.49,Computer Software
4517,3.43,Information Technology and Services
4518,10.46,Internet
4519,3.42,"Pharmaceuticals,Healthcare,Drug Manufacturing & Research,Biotechnology"
4520,3.41,Construction
4521,3.47,Computer Software
4522,3.46,"Software Development & Design,Software,Search Engines & Internet Portals,Media & Internet"
4523,10.47,Hospital & Health Care
4525,3.46,Marketing and Advertising
4526,3.41,Internet
4527,3.39,Accounting
4529,3.47,"Custom Software & Technical Consulting,Software,Information & Document Management,Business Services"
4530,3.41,Education Management
4531,3.48,Internet
4532,3.37,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4533,3.47,Computer Software
4534,10.47,Computer Software
4535,10.42,computer software
4536,10.47,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4537,3.48,Computer Software
4540,3.43,Computer Software
4541,3.48,Information Technology and Services
4542,10.45,Internet
4543,10.47,Financial Services
4544,10.48,Internet
4545,3.39,"Health, Wellness and Fitness"
4547,10.45,Internet
4548,3.4,Computer Software
4549,3.47,Information Technology and Services
4550,3.47,Automotive
4552,3.44,Design
4554,10.49,Internet
4555,3.43,"Training,Education"
4559,10.46,Goverment administration
4560,10.45,Computer Software
4561,3.42,"Search Engines & Internet Portals,Media & Internet,Finance"
4563,3.46,"Medical Devices & Equipment,Manufacturing"
4564,3.52,Information Technology and Services
4566,3.41,Entertainment
4567,10.44,Information Technology and Services
4568,3.44,Biotechnology
4570,10.47,Computer software
4571,10.46,Internet
4572,10.4,Consumer Services
4573,10.43,Higher education
4574,3.44,E-Learning
4575,3.4,Computer Software
4576,10.47,Telecommunication
4577,3.46,Hospitality
4578,10.47,Security and Investigations
4579,3.42,Entertainment
4580,2.44,Publishing
4582,10.48,Computer Software
4584,10.49,Internet
4585,3.43,Hospital & Health Care
4586,3.46,Telecommunications
4588,3.47,"Personal Computers & Peripherals,Computer Equipment & Peripherals,Manufacturing,Software Development & Design,Software,Consumer Electronics,Consumer Goods,Custom Software & Technical Consulting,Network Security Hardware & Software"
4589,10.46,Computer software
4590,10.47,Commercial Real Estate
4591,3.47,Internet
4592,2.43,Information Technology and Services
4593,3.43,Outsourcing/Offshoring
4594,3.3,Marketing and Advertising
4595,3.37,Computer Software
4596,10.5,Mining & Metals
4598,10.45,Financial Services
4599,3.47,Consumer Goods
4600,2.43,Internet
4601,2.43,Internet
4602,10.4,Printing
4603,3.47,Consumer Goods
4604,2.44,Internet
4605,3.43,Nonprofit Organization Management
4606,10.47,Investment Management
4607,3.47,Telecommunications
4608,3.43,Mining & Metals
4609,2.46,Biotechnology
4610,3.35,Computer software
4612,10.47,Information Technology and Services
4613,3.46,"Custom Software & Technical Consulting,Software,Telephony & Wireless,Telecommunications,Content & Collaboration Software,Software Development & Design"
4614,3.42,Financial Services
4615,3.38,"Training,Education"
4616,3.43,"Test & Measurement Equipment,Manufacturing"
4617,3.43,Computer Software
4618,3.5,Computer Software
4619,10.45,"Energy, Utilities & Waste Treatment,Commercial & Residential Construction,Construction,"
4621,10.49,Marketing and Advertising
4622,3.36,Computer Software
4623,3.37,Computer Software
4625,10.46,Information Services
4626,3.45,Hospital & Health Care
4628,3.46,Computer Software
4629,3.49,Online Media
4633,10.47,Design
4635,3.41,"Jewelry & Watches,Retail"
4636,10.48,Information Technology and Services
4638,10.48,Computer Software
4639,3.33,Computer software
4641,3.48,Internet
4642,3.4,Oil & Energy
4643,3.43,Financial Services
4644,3.46,Consumer Electronics
4645,3.41,Internet
4646,3.46,Design
4647,10.46,"Fitness & Dance Facilities,Recreation,Hospitality"
4648,3.37,"Sports Teams & Leagues,Hospitality"
4650,3.45,Accounting
4651,10.49,Information Services
4652,10.48,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4653,3.41,Program Development
4655,3.46,Broadcast Media
4656,10.47,"Internet
"
4657,3.47,Online Media
4658,3.47,Education Management
4659,3.39,Information Technology and Services
4660,10.47,Computer software
4661,3.41,Education Management
4663,10.45,Marketing and Advertising
4664,10.46,Computer software
4665,10.45,Information Technology and Services
4666,10.47,Information Technology and Services
4667,3.5,Online Media
4668,10.48,Information Technology and Services
4669,3.4,Information Technology and Services
4670,10.47,"Software Development & Design,Software"
4671,10.41,"Software Development & Design,Software,Engineering Software,Business Intelligence Software(BI),Enterprise Resource Planning Software(ERP)"
4673,3.45,Consumer Services
4674,3.43,Telecommunications
4675,10.48,Computer software
4676,3.37,Legal Services
4677,3.47,Internet
4678,3.47,Insurance
4679,10.42,Internet
4680,3.48,Computer Software
4681,2.46,Computer Software
4682,3.33,Marketing and Advertising
4683,3.47,Computer Software
4684,3.43,Computer Software
4685,3.42,"Custom Software & Technical Consulting,Software"
4686,3.4,"Training,Education"
4687,3.45,Computer Software
4688,3.4,"Software Development & Design,Software,Business Services,Security software,Storage & System Management Software"
4689,3.32,Internet
4691,3.45,Real Estate
4692,3.44,"Health, Wellness and Fitness"
4693,10.47,Financial Services
4694,10.48,"Engineering Software,Software Development & Design,Software,Training,Education"
4695,3.43,Internet
4696,10.45,internet
4697,3.47,International Affairs
4698,10.49,Information Technology and Services
4699,3.42,Printing
4700,10.44,Airlines/Aviation
4703,3.47,Information Technology and Services
4704,10.48,Computer Software
4705,3.44,Executive Office
4706,10.51,Computer software
4708,10.47,"Marketing and Advertising
"
4709,10.47,"Charitable Organizations & Foundations,Organizations,Publishing,Media & Internet,Religious Organizations"
4711,10.46,Marketing and Advertising
4712,3.41,Telecommunications
4715,2.45,Information Technology and Services
4716,3.47,"Engineering Software,Software Development & Design,Software,Information Collection & Delivery,Media & Internet"
4717,10.45,"Search Engines & Internet Portals,Media & Internet"
4719,10.47,Internet
4720,3.36,computer software
4722,10.47,Computer Software
4724,10.46,Marketing and Advertising
4725,3.44,Computer Software
4726,3.5,E-Learning
4727,10.3,"Banking,Finance"
4729,4.35,Computer software
4730,3.38,Computer Software
4733,10.45,Industrial Automation
4734,3.45,Wireless
4735,10.48,"Toys & Games,Manufacturing,Software Development & Design,Software"
4736,10.46,Marketing and Advertising
4737,10.48,Internet
4738,3.46,Education Management
4739,10.47,Financial Services
4741,3.49,"Engineering Software,Software Development & Design,Software,Information Collection & Delivery,Media & Internet"
4742,3.47,Electrical/Electronic Manufacturing
4743,10.49,Retail
4745,3.42,ITS
4746,3.47,Mechanical or Industrial Engineering
4747,3.41,Renewables & Environment
4749,3.46,Internet
4750,3.47,Hospitality
4751,10.48,Information Technology and Services
